,ID,Address,Rental Price,Rooms,Bath,SQFT
425,3979400,433 East 13th Street #6HS,8123.0,2.0,2.0,962.0
426,3980261,166 East Seventh Street #4,7500.0,4.0,2.0,
427,4003850,115 Fourth Avenue #6B,7500.0,1.0,2.0,1175.0
428,4006620,428 East 14th Street #4D,7500.0,4.0,2.0,
429,3995396,172 East 7th Street #3A,7800.0,4.0,3.0,
430,3999957,371 East 10th Street #6D,7950.0,2.0,1.0,680.0
431,3982738,247 East 10th Street #5A,8995.0,4.0,2.0,
432,3989057,636 East 11th Street #1L,8500.0,4.0,4.0,
433,4003433,211 East 13th Street #2B,8000.0,2.0,2.0,1200.0
434,3984052,250 E Houston Street #PHE,7700.0,2.0,2.0,941.0
435,4006188,333 East 5th Street #C4,3000.0,1.0,1.0,
436,4008136,141 Second Avenue #12F,9000.0,5.0,2.0,
437,3973960,433 East 13th Street #2HS,9500.0,2.0,2.0,962.0
438,3987486,250 E Houston Street #5G,5375.0,1.0,1.0,
439,3979557,510 East 14th Street #412,8495.0,2.0,2.0,
440,3979141,129 Second Avenue #7,9000.0,5.0,2.0,
441,4007993,359 Bowery #3,8495.0,2.0,2.5,
442,3891364,510 East 14th Street #225,8995.0,2.0,2.0,
443,4003124,251 East 2nd Street #PHA,8775.0,2.0,2.0,
444,3971696,240 East 10th Street #12A,9000.0,2.0,2.0,1327.0
445,3996954,11 East First Street #709,9195.0,2.0,2.0,1104.0
446,3961149,438 East 12th Street #6J,9950.0,2.0,2.0,1149.0
447,3978953,438 East 12th Street #3D,9980.0,2.0,2.5,1265.0
448,3984052,250 E Houston Street #PHE,7700.0,2.0,2.0,941.0
449,3987486,250 E Houston Street #5G,5375.0,1.0,1.0,
450,3969789,138 East 12th Street #4A,10595.0,3.0,2.0,1132.0
451,4001808,166 First Avenue #4,11500.0,3.0,2.0,
452,3984052,250 E Houston Street #PHE,7700.0,2.0,2.0,941.0
453,3942180,510 East 14th Street #420,11915.0,3.0,2.0,
454,3994092,438 East 12th Street GARDENB,11000.0,2.0,2.0,1195.0
455,3999931,438 East 12th Street #5K,11500.0,2.0,2.5,1257.0
456,3949651,438 East 12th Street #4K,11995.0,2.0,2.0,1112.0
457,3849171,5 East Third Street #3,12000.0,2.0,2.0,1875.0
458,3952157,32 East 3rd Street #PH,13000.0,3.0,2.0,1500.0
459,3961418,510 East 14th Street #710,15000.0,3.0,3.0,
460,4004497,112 East 10th Street #3,15000.0,3.0,2.5,1900.0
461,3953885,140 East 13th Street #PH3,17000.0,2.0,2.0,
462,3987486,250 E Houston Street #5G,5375.0,1.0,1.0,
463,3981099,418 East 9th Street #4A,4500.0,3.0,1.0,
464,3953885,140 East 13th Street #PH3,17000.0,2.0,2.0,
465,3886301,438 East 12th Street #PHH,18000.0,3.0,2.5,2000.0
466,3984052,250 E Houston Street #PHE,7700.0,2.0,2.0,941.0
467,3982967,52 East 4th Street #PH3,30000.0,2.0,2.0,1317.0
468,3975172,317 East 8th Street #TH,35000.0,4.0,2.5,4217.0
